data,ano,mes,nome_mes,dia,dia_semana,nome_dia_semana,trimestre,semestre,eh_final_de_semana,eh_dia_util
2014-03-15,2014,3,Março,15,7,Sábado,1,1,True,False
2014-03-17,2014,3,Março,17,2,Segunda-Feira,1,1,False,True
2014-03-18,2014,3,Março,18,3,Terça-Feira,1,1,False,True
2014-03-19,2014,3,Março,19,4,Quarta-Feira,1,1,False,True
2014-03-20,2014,3,Março,20,5,Quinta-Feira,1,1,False,True
2014-03-21,2014,3,Março,21,6,Sexta-Feira,1,1,False,True
2014-03-22,2014,3,Março,22,7,Sábado,1,1,True,False
2014-03-23,2014,3,Março,23,1,Domingo,1,1,True,False
2014-03-24,2014,3,Março,24,2,Segunda-Feira,1,1,False,True
2014-03-25,2014,3,Março,25,3,Terça-Feira,1,1,False,True
2014-03-26,2014,3,Março,26,4,Quarta-Feira,1,1,False,True
2014-03-29,2014,3,Março,29,7,Sábado,1,1,True,False
2014-03-31,2014,3,Março,31,2,Segunda-Feira,1,1,False,True
2014-04-01,2014,4,Abril,1,3,Terça-Feira,2,1,False,True
2014-04-02,2014,4,Abril,2,4,Quarta-Feira,2,1,False,True
2014-04-03,2014,4,Abril,3,5,Quinta-Feira,2,1,False,True
2014-04-04,2014,4,Abril,4,6,Sexta-Feira,2,1,False,True
2014-04-05,2014,4,Abril,5,7,Sábado,2,1,True,False
2014-04-06,2014,4,Abril,6,1,Domingo,2,1,True,False
2014-04-07,2014,4,Abril,7,2,Segunda-Feira,2,1,False,True
2014-04-08,2014,4,Abril,8,3,Terça-Feira,2,1,False,True
2014-04-09,2014,4,Abril,9,4,Quarta-Feira,2,1,False,True
2014-04-10,2014,4,Abril,10,5,Quinta-Feira,2,1,False,True
2014-04-12,2014,4,Abril,12,7,Sábado,2,1,True,False
2014-04-13,2014,4,Abril,13,1,Domingo,2,1,True,False
2014-04-14,2014,4,Abril,14,2,Segunda-Feira,2,1,False,True
2014-04-15,2014,4,Abril,15,3,Terça-Feira,2,1,False,True
2014-04-16,2014,4,Abril,16,4,Quarta-Feira,2,1,False,True
2014-04-18,2014,4,Abril,18,6,Sexta-Feira,2,1,False,True
2014-04-19,2014,4,Abril,19,7,Sábado,2,1,True,False
2014-04-20,2014,4,Abril,20,1,Domingo,2,1,True,False
2014-04-21,2014,4,Abril,21,2,Segunda-Feira,2,1,False,True
2014-04-22,2014,4,Abril,22,3,Terça-Feira,2,1,False,True
2014-04-24,2014,4,Abril,24,5,Quinta-Feira,2,1,False,True
2014-04-25,2014,4,Abril,25,6,Sexta-Feira,2,1,False,True
2014-04-27,2014,4,Abril,27,1,Domingo,2,1,True,False
2014-04-28,2014,4,Abril,28,2,Segunda-Feira,2,1,False,True
2014-04-30,2014,4,Abril,30,4,Quarta-Feira,2,1,False,True
2014-05-01,2014,5,Maio,1,5,Quinta-Feira,2,1,False,True
2014-05-02,2014,5,Maio,2,6,Sexta-Feira,2,1,False,True
2014-05-03,2014,5,Maio,3,7,Sábado,2,1,True,False
2014-05-04,2014,5,Maio,4,1,Domingo,2,1,True,False
2014-05-05,2014,5,Maio,5,2,Segunda-Feira,2,1,False,True
2014-05-06,2014,5,Maio,6,3,Terça-Feira,2,1,False,True
2014-05-07,2014,5,Maio,7,4,Quarta-Feira,2,1,False,True
2014-05-08,2014,5,Maio,8,5,Quinta-Feira,2,1,False,True
2014-05-09,2014,5,Maio,9,6,Sexta-Feira,2,1,False,True
2014-05-10,2014,5,Maio,10,7,Sábado,2,1,True,False
2014-05-12,2014,5,Maio,12,2,Segunda-Feira,2,1,False,True
2014-05-13,2014,5,Maio,13,3,Terça-Feira,2,1,False,True
2014-05-14,2014,5,Maio,14,4,Quarta-Feira,2,1,False,True
2014-05-15,2014,5,Maio,15,5,Quinta-Feira,2,1,False,True
2014-05-16,2014,5,Maio,16,6,Sexta-Feira,2,1,False,True
2014-05-17,2014,5,Maio,17,7,Sábado,2,1,True,False
2014-05-18,2014,5,Maio,18,1,Domingo,2,1,True,False
2014-05-19,2014,5,Maio,19,2,Segunda-Feira,2,1,False,True
2014-05-20,2014,5,Maio,20,3,Terça-Feira,2,1,False,True
2014-05-21,2014,5,Maio,21,4,Quarta-Feira,2,1,False,True
2014-05-22,2014,5,Maio,22,5,Quinta-Feira,2,1,False,True
2014-05-23,2014,5,Maio,23,6,Sexta-Feira,2,1,False,True
2014-05-24,2014,5,Maio,24,7,Sábado,2,1,True,False
2014-05-25,2014,5,Maio,25,1,Domingo,2,1,True,False
2014-05-26,2014,5,Maio,26,2,Segunda-Feira,2,1,False,True
2014-05-29,2014,5,Maio,29,5,Quinta-Feira,2,1,False,True
2014-05-30,2014,5,Maio,30,6,Sexta-Feira,2,1,False,True
2014-05-31,2014,5,Maio,31,7,Sábado,2,1,True,False
2014-06-01,2014,6,Junho,1,1,Domingo,2,1,True,False
2014-06-02,2014,6,Junho,2,2,Segunda-Feira,2,1,False,True
2014-06-03,2014,6,Junho,3,3,Terça-Feira,2,1,False,True
2014-06-04,2014,6,Junho,4,4,Quarta-Feira,2,1,False,True
2014-06-05,2014,6,Junho,5,5,Quinta-Feira,2,1,False,True
2014-06-06,2014,6,Junho,6,6,Sexta-Feira,2,1,False,True
2014-06-07,2014,6,Junho,7,7,Sábado,2,1,True,False
2014-06-08,2014,6,Junho,8,1,Domingo,2,1,True,False
2014-06-09,2014,6,Junho,9,2,Segunda-Feira,2,1,False,True
2014-06-10,2014,6,Junho,10,3,Terça-Feira,2,1,False,True
2014-06-11,2014,6,Junho,11,4,Quarta-Feira,2,1,False,True
2014-06-12,2014,6,Junho,12,5,Quinta-Feira,2,1,False,True
2014-06-13,2014,6,Junho,13,6,Sexta-Feira,2,1,False,True
2014-06-14,2014,6,Junho,14,7,Sábado,2,1,True,False
2014-06-15,2014,6,Junho,15,1,Domingo,2,1,True,False
2014-06-16,2014,6,Junho,16,2,Segunda-Feira,2,1,False,True
2014-06-17,2014,6,Junho,17,3,Terça-Feira,2,1,False,True
2014-06-18,2014,6,Junho,18,4,Quarta-Feira,2,1,False,True
2014-06-19,2014,6,Junho,19,5,Quinta-Feira,2,1,False,True
2014-06-20,2014,6,Junho,20,6,Sexta-Feira,2,1,False,True
2014-06-21,2014,6,Junho,21,7,Sábado,2,1,True,False
2014-06-22,2014,6,Junho,22,1,Domingo,2,1,True,False
2014-06-23,2014,6,Junho,23,2,Segunda-Feira,2,1,False,True
2014-06-24,2014,6,Junho,24,3,Terça-Feira,2,1,False,True
2014-06-25,2014,6,Junho,25,4,Quarta-Feira,2,1,False,True
2014-06-27,2014,6,Junho,27,6,Sexta-Feira,2,1,False,True
2014-06-28,2014,6,Junho,28,7,Sábado,2,1,True,False
2014-06-29,2014,6,Junho,29,1,Domingo,2,1,True,False
2014-06-30,2014,6,Junho,30,2,Segunda-Feira,2,1,False,True
2014-07-03,2014,7,Julho,3,5,Quinta-Feira,3,2,False,True
2014-07-04,2014,7,Julho,4,6,Sexta-Feira,3,2,False,True
2014-07-05,2014,7,Julho,5,7,Sábado,3,2,True,False
2014-07-06,2014,7,Julho,6,1,Domingo,3,2,True,False
2014-07-07,2014,7,Julho,7,2,Segunda-Feira,3,2,False,True
2014-07-08,2014,7,Julho,8,3,Terça-Feira,3,2,False,True
2014-07-09,2014,7,Julho,9,4,Quarta-Feira,3,2,False,True
2014-07-10,2014,7,Julho,10,5,Quinta-Feira,3,2,False,True
2014-07-11,2014,7,Julho,11,6,Sexta-Feira,3,2,False,True
2014-07-12,2014,7,Julho,12,7,Sábado,3,2,True,False
2014-07-13,2014,7,Julho,13,1,Domingo,3,2,True,False
2014-07-14,2014,7,Julho,14,2,Segunda-Feira,3,2,False,True
2014-07-15,2014,7,Julho,15,3,Terça-Feira,3,2,False,True
2014-07-17,2014,7,Julho,17,5,Quinta-Feira,3,2,False,True
2014-07-18,2014,7,Julho,18,6,Sexta-Feira,3,2,False,True
2014-07-19,2014,7,Julho,19,7,Sábado,3,2,True,False
2014-07-20,2014,7,Julho,20,1,Domingo,3,2,True,False
2014-07-21,2014,7,Julho,21,2,Segunda-Feira,3,2,False,True
2014-07-23,2014,7,Julho,23,4,Quarta-Feira,3,2,False,True
2014-07-24,2014,7,Julho,24,5,Quinta-Feira,3,2,False,True
2014-07-25,2014,7,Julho,25,6,Sexta-Feira,3,2,False,True
2014-07-26,2014,7,Julho,26,7,Sábado,3,2,True,False
2014-07-27,2014,7,Julho,27,1,Domingo,3,2,True,False
2014-07-28,2014,7,Julho,28,2,Segunda-Feira,3,2,False,True
2014-07-29,2014,7,Julho,29,3,Terça-Feira,3,2,False,True
2014-07-30,2014,7,Julho,30,4,Quarta-Feira,3,2,False,True
2014-07-31,2014,7,Julho,31,5,Quinta-Feira,3,2,False,True
2014-08-01,2014,8,Agosto,1,6,Sexta-Feira,3,2,False,True
2014-08-02,2014,8,Agosto,2,7,Sábado,3,2,True,False
2014-08-03,2014,8,Agosto,3,1,Domingo,3,2,True,False
2014-08-04,2014,8,Agosto,4,2,Segunda-Feira,3,2,False,True
2014-08-05,2014,8,Agosto,5,3,Terça-Feira,3,2,False,True
2014-08-06,2014,8,Agosto,6,4,Quarta-Feira,3,2,False,True
2014-08-07,2014,8,Agosto,7,5,Quinta-Feira,3,2,False,True
2014-08-08,2014,8,Agosto,8,6,Sexta-Feira,3,2,False,True
2014-08-09,2014,8,Agosto,9,7,Sábado,3,2,True,False
2014-08-10,2014,8,Agosto,10,1,Domingo,3,2,True,False
2014-08-11,2014,8,Agosto,11,2,Segunda-Feira,3,2,False,True
2014-08-12,2014,8,Agosto,12,3,Terça-Feira,3,2,False,True
2014-08-13,2014,8,Agosto,13,4,Quarta-Feira,3,2,False,True
2014-08-14,2014,8,Agosto,14,5,Quinta-Feira,3,2,False,True
2014-08-15,2014,8,Agosto,15,6,Sexta-Feira,3,2,False,True
2014-08-16,2014,8,Agosto,16,7,Sábado,3,2,True,False
2014-08-17,2014,8,Agosto,17,1,Domingo,3,2,True,False
2014-08-18,2014,8,Agosto,18,2,Segunda-Feira,3,2,False,True
2014-08-19,2014,8,Agosto,19,3,Terça-Feira,3,2,False,True
2014-08-20,2014,8,Agosto,20,4,Quarta-Feira,3,2,False,True
2014-08-21,2014,8,Agosto,21,5,Quinta-Feira,3,2,False,True
2014-08-22,2014,8,Agosto,22,6,Sexta-Feira,3,2,False,True
2014-08-23,2014,8,Agosto,23,7,Sábado,3,2,True,False
2014-08-24,2014,8,Agosto,24,1,Domingo,3,2,True,False
2014-08-25,2014,8,Agosto,25,2,Segunda-Feira,3,2,False,True
2014-08-26,2014,8,Agosto,26,3,Terça-Feira,3,2,False,True
2014-08-27,2014,8,Agosto,27,4,Quarta-Feira,3,2,False,True
2014-08-28,2014,8,Agosto,28,5,Quinta-Feira,3,2,False,True
2014-08-29,2014,8,Agosto,29,6,Sexta-Feira,3,2,False,True
2014-08-30,2014,8,Agosto,30,7,Sábado,3,2,True,False
2014-08-31,2014,8,Agosto,31,1,Domingo,3,2,True,False
2014-09-01,2014,9,Setembro,1,2,Segunda-Feira,3,2,False,True
2014-09-02,2014,9,Setembro,2,3,Terça-Feira,3,2,False,True
2014-09-03,2014,9,Setembro,3,4,Quarta-Feira,3,2,False,True
2014-09-04,2014,9,Setembro,4,5,Quinta-Feira,3,2,False,True
2014-09-05,2014,9,Setembro,5,6,Sexta-Feira,3,2,False,True
2014-09-06,2014,9,Setembro,6,7,Sábado,3,2,True,False
2014-09-07,2014,9,Setembro,7,1,Domingo,3,2,True,False
2014-09-08,2014,9,Setembro,8,2,Segunda-Feira,3,2,False,True
2014-09-09,2014,9,Setembro,9,3,Terça-Feira,3,2,False,True
2014-09-10,2014,9,Setembro,10,4,Quarta-Feira,3,2,False,True
2014-09-11,2014,9,Setembro,11,5,Quinta-Feira,3,2,False,True
2014-09-12,2014,9,Setembro,12,6,Sexta-Feira,3,2,False,True
2014-09-15,2014,9,Setembro,15,2,Segunda-Feira,3,2,False,True
2014-09-16,2014,9,Setembro,16,3,Terça-Feira,3,2,False,True
2014-09-17,2014,9,Setembro,17,4,Quarta-Feira,3,2,False,True
2014-09-18,2014,9,Setembro,18,5,Quinta-Feira,3,2,False,True
2014-09-19,2014,9,Setembro,19,6,Sexta-Feira,3,2,False,True
2014-09-20,2014,9,Setembro,20,7,Sábado,3,2,True,False
2014-09-21,2014,9,Setembro,21,1,Domingo,3,2,True,False
2014-09-22,2014,9,Setembro,22,2,Segunda-Feira,3,2,False,True
2014-09-23,2014,9,Setembro,23,3,Terça-Feira,3,2,False,True
2014-09-24,2014,9,Setembro,24,4,Quarta-Feira,3,2,False,True
2014-09-25,2014,9,Setembro,25,5,Quinta-Feira,3,2,False,True
2014-09-26,2014,9,Setembro,26,6,Sexta-Feira,3,2,False,True
2014-09-27,2014,9,Setembro,27,7,Sábado,3,2,True,False
2014-09-28,2014,9,Setembro,28,1,Domingo,3,2,True,False
2014-09-29,2014,9,Setembro,29,2,Segunda-Feira,3,2,False,True
2014-09-30,2014,9,Setembro,30,3,Terça-Feira,3,2,False,True
2014-10-02,2014,10,Outubro,2,5,Quinta-Feira,4,2,False,True
2014-10-03,2014,10,Outubro,3,6,Sexta-Feira,4,2,False,True
2014-10-04,2014,10,Outubro,4,7,Sábado,4,2,True,False
2014-10-05,2014,10,Outubro,5,1,Domingo,4,2,True,False
2014-10-06,2014,10,Outubro,6,2,Segunda-Feira,4,2,False,True
2014-10-07,2014,10,Outubro,7,3,Terça-Feira,4,2,False,True
2014-10-08,2014,10,Outubro,8,4,Quarta-Feira,4,2,False,True
2014-10-09,2014,10,Outubro,9,5,Quinta-Feira,4,2,False,True
2014-10-10,2014,10,Outubro,10,6,Sexta-Feira,4,2,False,True
2014-10-11,2014,10,Outubro,11,7,Sábado,4,2,True,False
2014-10-12,2014,10,Outubro,12,1,Domingo,4,2,True,False
2014-10-13,2014,10,Outubro,13,2,Segunda-Feira,4,2,False,True
2014-10-14,2014,10,Outubro,14,3,Terça-Feira,4,2,False,True
2014-10-15,2014,10,Outubro,15,4,Quarta-Feira,4,2,False,True
2014-10-16,2014,10,Outubro,16,5,Quinta-Feira,4,2,False,True
2014-10-17,2014,10,Outubro,17,6,Sexta-Feira,4,2,False,True
2014-10-18,2014,10,Outubro,18,7,Sábado,4,2,True,False
2014-10-20,2014,10,Outubro,20,2,Segunda-Feira,4,2,False,True
2014-10-22,2014,10,Outubro,22,4,Quarta-Feira,4,2,False,True
2014-10-23,2014,10,Outubro,23,5,Quinta-Feira,4,2,False,True
2014-10-24,2014,10,Outubro,24,6,Sexta-Feira,4,2,False,True
2014-10-25,2014,10,Outubro,25,7,Sábado,4,2,True,False
2014-10-26,2014,10,Outubro,26,1,Domingo,4,2,True,False
2014-10-27,2014,10,Outubro,27,2,Segunda-Feira,4,2,False,True
2014-10-28,2014,10,Outubro,28,3,Terça-Feira,4,2,False,True
2014-10-29,2014,10,Outubro,29,4,Quarta-Feira,4,2,False,True
2014-10-30,2014,10,Outubro,30,5,Quinta-Feira,4,2,False,True
2014-10-31,2014,10,Outubro,31,6,Sexta-Feira,4,2,False,True
2014-11-02,2014,11,Novembro,2,1,Domingo,4,2,True,False
2014-11-04,2014,11,Novembro,4,3,Terça-Feira,4,2,False,True
2014-11-05,2014,11,Novembro,5,4,Quarta-Feira,4,2,False,True
2014-11-06,2014,11,Novembro,6,5,Quinta-Feira,4,2,False,True
2014-11-07,2014,11,Novembro,7,6,Sexta-Feira,4,2,False,True
2014-11-08,2014,11,Novembro,8,7,Sábado,4,2,True,False
2014-11-09,2014,11,Novembro,9,1,Domingo,4,2,True,False
2014-11-10,2014,11,Novembro,10,2,Segunda-Feira,4,2,False,True
2014-11-11,2014,11,Novembro,11,3,Terça-Feira,4,2,False,True
2014-11-12,2014,11,Novembro,12,4,Quarta-Feira,4,2,False,True
2014-11-13,2014,11,Novembro,13,5,Quinta-Feira,4,2,False,True
2014-11-14,2014,11,Novembro,14,6,Sexta-Feira,4,2,False,True
2014-11-15,2014,11,Novembro,15,7,Sábado,4,2,True,False
2014-11-16,2014,11,Novembro,16,1,Domingo,4,2,True,False
2014-11-17,2014,11,Novembro,17,2,Segunda-Feira,4,2,False,True
2014-11-18,2014,11,Novembro,18,3,Terça-Feira,4,2,False,True
2014-11-19,2014,11,Novembro,19,4,Quarta-Feira,4,2,False,True
2014-11-20,2014,11,Novembro,20,5,Quinta-Feira,4,2,False,True
2014-11-21,2014,11,Novembro,21,6,Sexta-Feira,4,2,False,True
2014-11-22,2014,11,Novembro,22,7,Sábado,4,2,True,False
2014-11-23,2014,11,Novembro,23,1,Domingo,4,2,True,False
2014-11-24,2014,11,Novembro,24,2,Segunda-Feira,4,2,False,True
2014-11-25,2014,11,Novembro,25,3,Terça-Feira,4,2,False,True
2014-11-26,2014,11,Novembro,26,4,Quarta-Feira,4,2,False,True
2014-11-27,2014,11,Novembro,27,5,Quinta-Feira,4,2,False,True
2014-11-28,2014,11,Novembro,28,6,Sexta-Feira,4,2,False,True
2014-11-29,2014,11,Novembro,29,7,Sábado,4,2,True,False
2014-11-30,2014,11,Novembro,30,1,Domingo,4,2,True,False
2014-12-01,2014,12,Dezembro,1,2,Segunda-Feira,4,2,False,True
2014-12-02,2014,12,Dezembro,2,3,Terça-Feira,4,2,False,True
2014-12-03,2014,12,Dezembro,3,4,Quarta-Feira,4,2,False,True
2014-12-04,2014,12,Dezembro,4,5,Quinta-Feira,4,2,False,True
2014-12-05,2014,12,Dezembro,5,6,Sexta-Feira,4,2,False,True
2014-12-06,2014,12,Dezembro,6,7,Sábado,4,2,True,False
2014-12-07,2014,12,Dezembro,7,1,Domingo,4,2,True,False
2014-12-08,2014,12,Dezembro,8,2,Segunda-Feira,4,2,False,True
2014-12-09,2014,12,Dezembro,9,3,Terça-Feira,4,2,False,True
2014-12-10,2014,12,Dezembro,10,4,Quarta-Feira,4,2,False,True
2014-12-11,2014,12,Dezembro,11,5,Quinta-Feira,4,2,False,True
2014-12-12,2014,12,Dezembro,12,6,Sexta-Feira,4,2,False,True
2014-12-13,2014,12,Dezembro,13,7,Sábado,4,2,True,False
2014-12-14,2014,12,Dezembro,14,1,Domingo,4,2,True,False
2014-12-15,2014,12,Dezembro,15,2,Segunda-Feira,4,2,False,True
2014-12-16,2014,12,Dezembro,16,3,Terça-Feira,4,2,False,True
2014-12-17,2014,12,Dezembro,17,4,Quarta-Feira,4,2,False,True
2014-12-18,2014,12,Dezembro,18,5,Quinta-Feira,4,2,False,True
2014-12-19,2014,12,Dezembro,19,6,Sexta-Feira,4,2,False,True
2014-12-20,2014,12,Dezembro,20,7,Sábado,4,2,True,False
2014-12-21,2014,12,Dezembro,21,1,Domingo,4,2,True,False
2014-12-22,2014,12,Dezembro,22,2,Segunda-Feira,4,2,False,True
2014-12-24,2014,12,Dezembro,24,4,Quarta-Feira,4,2,False,True
2014-12-25,2014,12,Dezembro,25,5,Quinta-Feira,4,2,False,True
2014-12-26,2014,12,Dezembro,26,6,Sexta-Feira,4,2,False,True
2014-12-27,2014,12,Dezembro,27,7,Sábado,4,2,True,False
2014-12-28,2014,12,Dezembro,28,1,Domingo,4,2,True,False
2014-12-29,2014,12,Dezembro,29,2,Segunda-Feira,4,2,False,True
2014-12-31,2014,12,Dezembro,31,4,Quarta-Feira,4,2,False,True
2015-01-01,2015,1,Janeiro,1,5,Quinta-Feira,1,1,False,True
2015-01-02,2015,1,Janeiro,2,6,Sexta-Feira,1,1,False,True
2015-01-03,2015,1,Janeiro,3,7,Sábado,1,1,True,False
2015-01-04,2015,1,Janeiro,4,1,Domingo,1,1,True,False
2015-01-05,2015,1,Janeiro,5,2,Segunda-Feira,1,1,False,True
2015-01-06,2015,1,Janeiro,6,3,Terça-Feira,1,1,False,True
2015-01-07,2015,1,Janeiro,7,4,Quarta-Feira,1,1,False,True
2015-01-08,2015,1,Janeiro,8,5,Quinta-Feira,1,1,False,True
2015-01-09,2015,1,Janeiro,9,6,Sexta-Feira,1,1,False,True
2015-01-10,2015,1,Janeiro,10,7,Sábado,1,1,True,False
2015-01-11,2015,1,Janeiro,11,1,Domingo,1,1,True,False
2015-01-12,2015,1,Janeiro,12,2,Segunda-Feira,1,1,False,True
2015-01-13,2015,1,Janeiro,13,3,Terça-Feira,1,1,False,True
2015-01-14,2015,1,Janeiro,14,4,Quarta-Feira,1,1,False,True
2015-01-15,2015,1,Janeiro,15,5,Quinta-Feira,1,1,False,True
2015-01-16,2015,1,Janeiro,16,6,Sexta-Feira,1,1,False,True
2015-01-17,2015,1,Janeiro,17,7,Sábado,1,1,True,False
2015-01-18,2015,1,Janeiro,18,1,Domingo,1,1,True,False
2015-01-19,2015,1,Janeiro,19,2,Segunda-Feira,1,1,False,True
2015-01-20,2015,1,Janeiro,20,3,Terça-Feira,1,1,False,True
2015-01-21,2015,1,Janeiro,21,4,Quarta-Feira,1,1,False,True
2015-01-22,2015,1,Janeiro,22,5,Quinta-Feira,1,1,False,True
2015-01-23,2015,1,Janeiro,23,6,Sexta-Feira,1,1,False,True
2015-01-24,2015,1,Janeiro,24,7,Sábado,1,1,True,False
2015-01-25,2015,1,Janeiro,25,1,Domingo,1,1,True,False
2015-01-26,2015,1,Janeiro,26,2,Segunda-Feira,1,1,False,True
2015-01-27,2015,1,Janeiro,27,3,Terça-Feira,1,1,False,True
2015-01-28,2015,1,Janeiro,28,4,Quarta-Feira,1,1,False,True
2015-01-29,2015,1,Janeiro,29,5,Quinta-Feira,1,1,False,True
2015-01-30,2015,1,Janeiro,30,6,Sexta-Feira,1,1,False,True
2015-01-31,2015,1,Janeiro,31,7,Sábado,1,1,True,False
2015-02-01,2015,2,Fevereiro,1,1,Domingo,1,1,True,False
2015-02-02,2015,2,Fevereiro,2,2,Segunda-Feira,1,1,False,True
2015-02-03,2015,2,Fevereiro,3,3,Terça-Feira,1,1,False,True
2015-02-04,2015,2,Fevereiro,4,4,Quarta-Feira,1,1,False,True
2015-02-05,2015,2,Fevereiro,5,5,Quinta-Feira,1,1,False,True
2015-02-06,2015,2,Fevereiro,6,6,Sexta-Feira,1,1,False,True
2015-02-08,2015,2,Fevereiro,8,1,Domingo,1,1,True,False
2015-02-09,2015,2,Fevereiro,9,2,Segunda-Feira,1,1,False,True
2015-02-10,2015,2,Fevereiro,10,3,Terça-Feira,1,1,False,True
2015-02-11,2015,2,Fevereiro,11,4,Quarta-Feira,1,1,False,True
2015-02-12,2015,2,Fevereiro,12,5,Quinta-Feira,1,1,False,True
2015-02-13,2015,2,Fevereiro,13,6,Sexta-Feira,1,1,False,True
2015-02-14,2015,2,Fevereiro,14,7,Sábado,1,1,True,False
2015-02-15,2015,2,Fevereiro,15,1,Domingo,1,1,True,False
2015-02-16,2015,2,Fevereiro,16,2,Segunda-Feira,1,1,False,True
2015-02-17,2015,2,Fevereiro,17,3,Terça-Feira,1,1,False,True
2015-02-18,2015,2,Fevereiro,18,4,Quarta-Feira,1,1,False,True
2015-02-19,2015,2,Fevereiro,19,5,Quinta-Feira,1,1,False,True
2015-02-20,2015,2,Fevereiro,20,6,Sexta-Feira,1,1,False,True
2015-02-21,2015,2,Fevereiro,21,7,Sábado,1,1,True,False
2015-02-22,2015,2,Fevereiro,22,1,Domingo,1,1,True,False
2015-02-23,2015,2,Fevereiro,23,2,Segunda-Feira,1,1,False,True
2015-02-24,2015,2,Fevereiro,24,3,Terça-Feira,1,1,False,True
2015-02-25,2015,2,Fevereiro,25,4,Quarta-Feira,1,1,False,True
2015-02-26,2015,2,Fevereiro,26,5,Quinta-Feira,1,1,False,True
2015-02-27,2015,2,Fevereiro,27,6,Sexta-Feira,1,1,False,True
2015-02-28,2015,2,Fevereiro,28,7,Sábado,1,1,True,False
2015-03-01,2015,3,Março,1,1,Domingo,1,1,True,False
2015-03-02,2015,3,Março,2,2,Segunda-Feira,1,1,False,True
2015-03-04,2015,3,Março,4,4,Quarta-Feira,1,1,False,True
2015-03-06,2015,3,Março,6,6,Sexta-Feira,1,1,False,True
2015-03-07,2015,3,Março,7,7,Sábado,1,1,True,False
2015-03-08,2015,3,Março,8,1,Domingo,1,1,True,False
2015-03-09,2015,3,Março,9,2,Segunda-Feira,1,1,False,True
2015-03-10,2015,3,Março,10,3,Terça-Feira,1,1,False,True
2015-03-11,2015,3,Março,11,4,Quarta-Feira,1,1,False,True
2015-03-12,2015,3,Março,12,5,Quinta-Feira,1,1,False,True
2015-03-13,2015,3,Março,13,6,Sexta-Feira,1,1,False,True
2015-03-14,2015,3,Março,14,7,Sábado,1,1,True,False
2015-03-15,2015,3,Março,15,1,Domingo,1,1,True,False
2015-03-16,2015,3,Março,16,2,Segunda-Feira,1,1,False,True
2015-03-17,2015,3,Março,17,3,Terça-Feira,1,1,False,True
2015-03-18,2015,3,Março,18,4,Quarta-Feira,1,1,False,True
2015-03-19,2015,3,Março,19,5,Quinta-Feira,1,1,False,True
2015-03-20,2015,3,Março,20,6,Sexta-Feira,1,1,False,True
2015-03-21,2015,3,Março,21,7,Sábado,1,1,True,False
2015-03-22,2015,3,Março,22,1,Domingo,1,1,True,False
2015-03-23,2015,3,Março,23,2,Segunda-Feira,1,1,False,True
2015-03-24,2015,3,Março,24,3,Terça-Feira,1,1,False,True
2015-03-25,2015,3,Março,25,4,Quarta-Feira,1,1,False,True
2015-03-26,2015,3,Março,26,5,Quinta-Feira,1,1,False,True
2015-03-27,2015,3,Março,27,6,Sexta-Feira,1,1,False,True
2015-03-28,2015,3,Março,28,7,Sábado,1,1,True,False
2015-03-29,2015,3,Março,29,1,Domingo,1,1,True,False
2015-03-30,2015,3,Março,30,2,Segunda-Feira,1,1,False,True
2015-03-31,2015,3,Março,31,3,Terça-Feira,1,1,False,True
2015-04-01,2015,4,Abril,1,4,Quarta-Feira,2,1,False,True
2015-04-02,2015,4,Abril,2,5,Quinta-Feira,2,1,False,True
2015-04-03,2015,4,Abril,3,6,Sexta-Feira,2,1,False,True
2015-04-04,2015,4,Abril,4,7,Sábado,2,1,True,False
2015-04-05,2015,4,Abril,5,1,Domingo,2,1,True,False
2015-04-06,2015,4,Abril,6,2,Segunda-Feira,2,1,False,True
2015-04-07,2015,4,Abril,7,3,Terça-Feira,2,1,False,True
2015-04-08,2015,4,Abril,8,4,Quarta-Feira,2,1,False,True
2015-04-09,2015,4,Abril,9,5,Quinta-Feira,2,1,False,True
2015-04-10,2015,4,Abril,10,6,Sexta-Feira,2,1,False,True
2015-04-11,2015,4,Abril,11,7,Sábado,2,1,True,False
2015-04-12,2015,4,Abril,12,1,Domingo,2,1,True,False
2015-04-13,2015,4,Abril,13,2,Segunda-Feira,2,1,False,True
2015-04-14,2015,4,Abril,14,3,Terça-Feira,2,1,False,True
2015-04-15,2015,4,Abril,15,4,Quarta-Feira,2,1,False,True
2015-04-16,2015,4,Abril,16,5,Quinta-Feira,2,1,False,True
2015-04-17,2015,4,Abril,17,6,Sexta-Feira,2,1,False,True
2015-04-18,2015,4,Abril,18,7,Sábado,2,1,True,False
2015-04-19,2015,4,Abril,19,1,Domingo,2,1,True,False
2015-04-20,2015,4,Abril,20,2,Segunda-Feira,2,1,False,True
2015-04-21,2015,4,Abril,21,3,Terça-Feira,2,1,False,True
2015-04-22,2015,4,Abril,22,4,Quarta-Feira,2,1,False,True
2015-04-23,2015,4,Abril,23,5,Quinta-Feira,2,1,False,True
2015-04-24,2015,4,Abril,24,6,Sexta-Feira,2,1,False,True
2015-04-25,2015,4,Abril,25,7,Sábado,2,1,True,False
2015-04-26,2015,4,Abril,26,1,Domingo,2,1,True,False
2015-04-27,2015,4,Abril,27,2,Segunda-Feira,2,1,False,True
2015-04-28,2015,4,Abril,28,3,Terça-Feira,2,1,False,True
2015-04-29,2015,4,Abril,29,4,Quarta-Feira,2,1,False,True
