cod_transacao,num_conta,data_transacao,nome_transacao,valor_transacao
29069,74,2018-06-02 21:23:16,Compra Débito,-55
30314,74,2018-06-02 21:43:53,Compra Débito,-12
31211,74,2018-07-14 17:39:24,Compra Débito,-48
33016,74,2018-07-14 18:35:40,Compra Débito,-24
56433,74,2022-11-08 16:09:57,Compra Débito,-6
57659,74,2022-11-13 06:12:37,Compra Débito,-19
69707,74,2022-12-26 21:44:08,Compra Débito,-108
4414,330,2022-10-15 14:25:52,Compra Débito,-127
7182,330,2022-11-25 19:54:00,Compra Débito,-14
9558,330,2022-12-25 14:15:59,Compra Débito,-51
14634,330,2022-12-27 19:57:35,Compra Débito,-65
27837,330,2022-12-29 23:59:50,Compra Débito,-125
36152,330,2022-12-29 23:59:59,Compra Débito,-11
51208,330,2022-12-29 23:59:59,Compra Débito,-14
58924,330,2022-12-29 23:59:59,Compra Débito,-66
60134,330,2022-12-29 23:59:59,Compra Débito,-45
2592,586,2021-04-25 10:38:48,Compra Débito,-47
23632,586,2022-09-05 02:08:59,Compra Débito,-57
24598,586,2022-09-20 22:34:46,Compra Débito,-34
31771,586,2022-10-01 18:25:14,Compra Débito,-32
42467,586,2022-10-11 00:19:01,Compra Débito,-42
44936,586,2022-10-11 03:53:49,Compra Débito,-65
47511,586,2022-10-17 02:58:02,Compra Débito,-20
52684,586,2022-12-01 21:04:51,Compra Débito,-13
59903,586,2022-12-06 13:16:40,Compra Débito,-19
60479,586,2022-12-08 04:00:54,Compra Débito,-27
61634,586,2022-12-29 09:49:21,Compra Débito,-28
67568,586,2022-12-29 23:59:59,Compra Débito,-55
2156,842,2022-01-22 15:51:05,Compra Débito,-43
11687,842,2022-01-23 06:41:45,Compra Débito,-90
21727,842,2022-12-29 12:24:36,Compra Débito,-85
23319,842,2022-12-29 21:18:20,Compra Débito,-12
28068,842,2022-12-29 23:51:29,Compra Débito,-63
32100,842,2022-12-29 23:58:22,Compra Débito,-83
35061,842,2022-12-29 23:59:52,Compra Débito,-36
44150,842,2022-12-30 00:00:00,Compra Débito,-67
45263,842,2022-12-30 00:00:00,Compra Débito,-18
45408,842,2022-12-30 00:00:00,Compra Débito,-31
57486,842,2022-12-30 00:00:00,Compra Débito,-37
65177,842,2022-12-30 00:00:00,Compra Débito,-65
66682,842,2022-12-30 00:00:00,Compra Débito,-96
67872,842,2022-12-30 00:00:00,Compra Débito,-110
69339,842,2022-12-30 00:00:00,Compra Débito,-105
3303,75,2011-07-10 11:53:12,Compra Débito,-46
6215,75,2011-08-02 08:07:22,Compra Débito,-170
9701,75,2011-08-20 07:56:32,Compra Débito,-78
12139,75,2011-08-27 11:07:41,Compra Débito,-276
21244,75,2011-09-11 11:07:03,Compra Débito,-21
22367,75,2015-01-17 11:07:58,Compra Débito,-153
31377,75,2015-08-21 23:04:35,Compra Débito,-10
40499,75,2019-05-27 05:57:09,Compra Débito,-9
43050,75,2019-06-01 13:31:15,Compra Débito,-21
48842,75,2019-06-03 08:25:08,Compra Débito,-70
48949,75,2019-06-03 10:36:04,Compra Débito,-25
55208,75,2019-06-10 15:49:31,Compra Débito,-30
55613,75,2020-08-17 23:14:12,Compra Débito,-201
55822,75,2020-08-18 00:55:02,Compra Débito,-10
60334,75,2020-09-02 15:08:10,Compra Débito,-32
62187,75,2022-07-31 20:19:25,Compra Débito,-6
66450,75,2022-08-24 16:10:24,Compra Débito,-18
1345,331,2012-10-13 22:49:49,Compra Débito,-9
5953,331,2012-11-05 23:59:15,Compra Débito,-18
7247,331,2012-11-06 01:09:48,Compra Débito,-26
8725,331,2012-11-07 22:48:03,Compra Débito,-17
9759,331,2013-09-10 11:59:12,Compra Débito,-24
10342,331,2013-09-10 23:57:58,Compra Débito,-87
14326,331,2021-07-14 04:01:13,Compra Débito,-87
17230,331,2021-07-27 09:07:50,Compra Débito,-99
23450,331,2022-01-03 00:22:51,Compra Débito,-24
30318,331,2022-03-22 09:21:48,Compra Débito,-38
42629,331,2022-12-21 09:03:36,Compra Débito,-29
49219,331,2022-12-26 18:38:02,Compra Débito,-17
52033,331,2022-12-29 10:18:39,Compra Débito,-30
53510,331,2022-12-29 22:50:47,Compra Débito,-35
64970,331,2022-12-29 23:59:57,Compra Débito,-29
66724,331,2022-12-29 23:59:59,Compra Débito,-23
68482,331,2022-12-29 23:59:59,Compra Débito,-162
5274,587,2019-10-03 11:42:24,Compra Débito,-32
7877,587,2019-10-04 20:59:09,Compra Débito,-35
9346,587,2019-10-04 23:53:32,Compra Débito,-46
10968,587,2019-10-05 12:13:59,Compra Débito,-72
24264,587,2019-12-01 10:46:01,Compra Débito,-66
29267,587,2022-04-01 04:58:02,Compra Débito,-92
33418,587,2022-10-18 05:08:06,Compra Débito,-53
42804,587,2022-11-01 19:24:45,Compra Débito,-55
44945,587,2022-12-24 18:16:50,Compra Débito,-138
62417,587,2022-12-29 23:59:42,Compra Débito,-107
1118,843,2019-08-10 22:59:54,Compra Débito,-16
1939,843,2019-08-11 08:24:29,Compra Débito,-41
4552,843,2019-08-11 17:11:02,Compra Débito,-6
6127,843,2019-08-17 02:33:59,Compra Débito,-11
8672,843,2019-09-06 17:36:35,Compra Débito,-56
16187,843,2019-10-04 03:04:06,Compra Débito,-24
18616,843,2019-11-06 13:56:25,Compra Débito,-29
21710,843,2019-11-09 17:41:44,Compra Débito,-22
23884,843,2020-06-25 20:55:43,Compra Débito,-21
31163,843,2020-07-02 12:53:07,Compra Débito,-16
35428,843,2020-07-04 12:10:29,Compra Débito,-50
38038,843,2020-07-09 12:11:01,Compra Débito,-62
41846,843,2020-12-07 05:44:43,Compra Débito,-218
45811,843,2021-04-14 05:53:07,Compra Débito,-15
50058,843,2021-05-09 01:44:23,Compra Débito,-26
60059,843,2021-05-19 06:37:11,Compra Débito,-34
64121,843,2021-05-29 19:54:33,Compra Débito,-18
64447,843,2021-05-29 19:59:32,Compra Débito,-7
69619,843,2021-06-30 15:22:06,Compra Débito,-27
70552,843,2021-07-01 22:10:53,Compra Débito,-139
2307,76,2015-11-17 18:03:00,Compra Débito,-17
2525,76,2015-11-20 23:12:31,Compra Débito,-104
8885,76,2015-12-30 23:47:10,Compra Débito,-26
10105,76,2015-12-31 06:26:56,Compra Débito,-4
11089,76,2016-01-02 18:35:06,Compra Débito,-37
15411,76,2021-11-17 21:19:30,Compra Débito,-46
27389,76,2022-07-03 19:58:57,Compra Débito,-22
31217,76,2022-08-11 10:58:22,Compra Débito,-64
32036,76,2022-08-13 08:58:20,Compra Débito,-6
35937,76,2022-08-16 01:42:00,Compra Débito,-19
43150,76,2022-08-24 10:07:22,Compra Débito,-13
44276,76,2022-09-10 11:37:05,Compra Débito,-209
53763,76,2022-11-25 05:14:57,Compra Débito,-85
55509,76,2022-12-29 21:40:41,Compra Débito,-79
58439,76,2022-12-29 23:24:02,Compra Débito,-14
58963,76,2022-12-29 23:41:45,Compra Débito,-37
65029,76,2022-12-29 23:57:04,Compra Débito,-80
65777,76,2022-12-29 23:59:48,Compra Débito,-70
66879,76,2022-12-29 23:59:58,Compra Débito,-46
69121,76,2022-12-29 23:59:58,Compra Débito,-16
70637,76,2022-12-29 23:59:59,Compra Débito,-88
71160,76,2022-12-29 23:59:59,Compra Débito,-28
6105,332,2020-09-21 04:55:59,Compra Débito,-33
10532,332,2020-09-24 06:53:44,Compra Débito,-45
12078,332,2021-06-14 09:11:15,Compra Débito,-31
32709,332,2021-10-18 05:40:01,Compra Débito,-102
33460,332,2021-10-18 16:06:47,Compra Débito,-81
52125,332,2022-12-29 23:33:10,Compra Débito,-64
55056,332,2022-12-29 23:59:02,Compra Débito,-20
55679,332,2022-12-29 23:59:20,Compra Débito,-89
56485,332,2022-12-29 23:59:22,Compra Débito,-53
68671,332,2022-12-30 00:00:00,Compra Débito,-64
69291,332,2022-12-30 00:00:00,Compra Débito,-63
1016,588,2019-09-26 23:28:16,Compra Débito,-26
2010,588,2019-10-25 07:09:37,Compra Débito,-60
6733,588,2019-10-25 08:12:07,Compra Débito,-55
7687,588,2019-12-18 05:40:59,Compra Débito,-14
12420,588,2020-08-03 16:58:09,Compra Débito,-19
17577,588,2020-08-10 15:53:38,Compra Débito,-46
18238,588,2020-09-28 08:38:44,Compra Débito,-22
20118,588,2020-10-07 05:15:23,Compra Débito,-38
27991,588,2022-04-08 12:26:21,Compra Débito,-111
30395,588,2022-10-02 04:28:48,Compra Débito,-71
31836,588,2022-10-02 06:37:07,Compra Débito,-87
31869,588,2022-12-17 06:27:31,Compra Débito,-121
34611,588,2022-12-24 12:21:50,Compra Débito,-29
35906,588,2022-12-28 13:31:22,Compra Débito,-33
38335,588,2022-12-29 21:31:41,Compra Débito,-44
49200,588,2022-12-30 00:00:00,Compra Débito,-12
49322,588,2022-12-30 00:00:00,Compra Débito,-14
51143,588,2022-12-30 00:00:00,Compra Débito,-29
62558,588,2022-12-30 00:00:00,Compra Débito,-20
70215,588,2022-12-30 00:00:00,Compra Débito,-4
71302,588,2022-12-30 00:00:00,Compra Débito,-34
8529,844,2022-12-01 16:09:58,Compra Débito,-55
11857,844,2022-12-04 20:20:30,Compra Débito,-9
22580,844,2022-12-29 23:59:59,Compra Débito,-67
26038,844,2022-12-29 23:59:59,Compra Débito,-102
26766,844,2022-12-29 23:59:59,Compra Débito,-59
26961,844,2022-12-29 23:59:59,Compra Débito,-120
30219,844,2022-12-29 23:59:59,Compra Débito,-44
33226,844,2022-12-29 23:59:59,Compra Débito,-88
34112,844,2022-12-29 23:59:59,Compra Débito,-52
35377,844,2022-12-29 23:59:59,Compra Débito,-8
35830,844,2022-12-29 23:59:59,Compra Débito,-18
37088,844,2022-12-29 23:59:59,Compra Débito,-12
40504,844,2022-12-29 23:59:59,Compra Débito,-18
43353,844,2022-12-29 23:59:59,Compra Débito,-22
46152,844,2022-12-29 23:59:59,Compra Débito,-57
56093,844,2022-12-29 23:59:59,Compra Débito,-15
62250,844,2022-12-29 23:59:59,Compra Débito,-49
67164,844,2022-12-29 23:59:59,Compra Débito,-38
71788,844,2022-12-29 23:59:59,Compra Débito,-22
2717,77,2019-06-29 14:27:01,Compra Débito,-8
10515,77,2021-04-09 23:13:48,Compra Débito,-31
15363,77,2021-10-22 09:51:37,Compra Débito,-20
15833,77,2021-11-11 00:11:19,Compra Débito,-76
18158,77,2021-11-11 17:11:35,Compra Débito,-48
23129,77,2021-11-17 09:12:14,Compra Débito,-166
23587,77,2021-11-17 15:50:52,Compra Débito,-26
31398,77,2021-11-20 15:34:07,Compra Débito,-61
41230,77,2021-12-28 11:12:28,Compra Débito,-178
42424,77,2022-01-01 10:32:25,Compra Débito,-41
47989,77,2022-04-14 06:49:47,Compra Débito,-18
57405,77,2022-12-23 19:53:28,Compra Débito,-71
1308,333,2020-03-23 17:31:58,Compra Débito,-20
4976,333,2020-03-31 02:47:13,Compra Débito,-82
5560,333,2020-03-31 03:47:45,Compra Débito,-57
5588,333,2020-03-31 05:52:17,Compra Débito,-11
6509,333,2020-06-17 00:34:03,Compra Débito,-57
12349,333,2020-07-02 23:41:53,Compra Débito,-14
27088,333,2021-07-08 20:25:22,Compra Débito,-33
37506,333,2021-08-05 15:38:55,Compra Débito,-9
43643,333,2022-12-25 02:43:50,Compra Débito,-97
44753,333,2022-12-29 18:40:33,Compra Débito,-7
48961,333,2022-12-29 23:56:41,Compra Débito,-25
51930,333,2022-12-29 23:59:07,Compra Débito,-22
53289,333,2022-12-29 23:59:59,Compra Débito,-29
61117,333,2022-12-29 23:59:59,Compra Débito,-29
62777,333,2022-12-29 23:59:59,Compra Débito,-9
1618,589,2018-10-13 03:01:15,Compra Débito,-78
1635,589,2018-10-22 04:50:10,Compra Débito,-12
1944,589,2018-10-22 08:22:32,Compra Débito,-14
2523,589,2019-01-28 09:50:40,Compra Débito,-36
4737,589,2019-02-02 19:54:21,Compra Débito,-4
9282,589,2019-02-28 23:14:37,Compra Débito,-15
14111,589,2019-03-12 20:34:09,Compra Débito,-34
15610,589,2019-07-30 10:12:31,Compra Débito,-13
27713,589,2019-10-04 20:53:34,Compra Débito,-187
31626,589,2019-12-22 21:04:21,Compra Débito,-105
33621,589,2019-12-23 13:05:32,Compra Débito,-26
42493,589,2020-01-13 03:43:45,Compra Débito,-53
45029,589,2020-01-13 09:40:31,Compra Débito,-4
51060,589,2020-04-14 21:02:31,Compra Débito,-23
58298,589,2020-04-30 02:28:55,Compra Débito,-8
65341,589,2020-04-30 19:29:21,Compra Débito,-20
69915,589,2020-06-01 20:00:12,Compra Débito,-68
70199,589,2020-06-03 21:01:35,Compra Débito,-81
3920,845,2021-03-28 21:04:06,Compra Débito,-25
10977,845,2022-07-18 23:39:44,Compra Débito,-39
12168,845,2022-07-19 00:02:18,Compra Débito,-54
19717,845,2022-12-26 23:34:06,Compra Débito,-67
20240,845,2022-12-27 15:44:22,Compra Débito,-70
21942,845,2022-12-28 20:19:40,Compra Débito,-11
25430,845,2022-12-29 22:50:56,Compra Débito,-98
26281,845,2022-12-29 23:07:41,Compra Débito,-26
30492,845,2022-12-29 23:50:15,Compra Débito,-80
33099,845,2022-12-29 23:54:32,Compra Débito,-35
40018,845,2022-12-30 00:00:00,Compra Débito,-21
41855,845,2022-12-30 00:00:00,Compra Débito,-17
43736,845,2022-12-30 00:00:00,Compra Débito,-16
43760,845,2022-12-30 00:00:00,Compra Débito,-40
48783,845,2022-12-30 00:00:00,Compra Débito,-284
61836,845,2022-12-30 00:00:00,Compra Débito,-22
62070,845,2022-12-30 00:00:00,Compra Débito,-170
63333,845,2022-12-30 00:00:00,Compra Débito,-13
1082,78,2020-01-23 00:13:19,Compra Débito,-189
1525,78,2020-01-23 09:47:05,Compra Débito,-19
5936,78,2020-03-04 00:49:49,Compra Débito,-12
13016,78,2021-10-10 06:40:32,Compra Débito,-98
17132,78,2021-10-18 06:57:27,Compra Débito,-8
20035,78,2022-07-31 12:51:30,Compra Débito,-130
25278,78,2022-12-13 08:51:40,Compra Débito,-89
26619,78,2022-12-20 15:53:15,Compra Débito,-38
32693,78,2022-12-26 05:51:12,Compra Débito,-94
42902,78,2022-12-29 23:31:19,Compra Débito,-80
47249,78,2022-12-29 23:59:03,Compra Débito,-64
52725,78,2022-12-29 23:59:55,Compra Débito,-150
53060,78,2022-12-29 23:59:57,Compra Débito,-4
58199,78,2022-12-30 00:00:00,Compra Débito,-10
62900,78,2022-12-30 00:00:00,Compra Débito,-14
67863,78,2022-12-30 00:00:00,Compra Débito,-38
68597,78,2022-12-30 00:00:00,Compra Débito,-82
2095,334,2016-11-06 12:03:27,Compra Débito,-177
6855,334,2017-01-16 00:09:28,Compra Débito,-18
19686,334,2021-02-01 23:38:08,Compra Débito,-153
29299,334,2022-08-29 00:49:33,Compra Débito,-19
34244,334,2022-08-31 02:29:26,Compra Débito,-109
34755,334,2022-11-24 21:41:48,Compra Débito,-56
37761,334,2022-12-20 03:29:26,Compra Débito,-51
40311,334,2022-12-29 16:00:38,Compra Débito,-9
42298,334,2022-12-29 17:08:05,Compra Débito,-10
42810,334,2022-12-29 17:24:25,Compra Débito,-91
42872,334,2022-12-29 22:39:57,Compra Débito,-8
44474,334,2022-12-29 23:51:30,Compra Débito,-72
46488,334,2022-12-30 00:00:00,Compra Débito,-61
48671,334,2022-12-30 00:00:00,Compra Débito,-431
52679,334,2022-12-30 00:00:00,Compra Débito,-169
60593,334,2022-12-30 00:00:00,Compra Débito,-43
70763,334,2022-12-30 00:00:00,Compra Débito,-29
3034,590,2018-10-13 15:28:44,Compra Débito,-384
13249,590,2018-11-17 21:36:18,Compra Débito,-22
15211,590,2018-11-18 14:20:00,Compra Débito,-63
17065,590,2018-11-18 20:35:02,Compra Débito,-3
18683,590,2018-11-21 13:49:03,Compra Débito,-8
22947,590,2018-12-27 09:04:53,Compra Débito,-22
24190,590,2018-12-30 04:11:18,Compra Débito,-33
25698,590,2019-02-24 08:31:44,Compra Débito,-27
30805,590,2019-03-06 17:12:35,Compra Débito,-223
34376,590,2019-03-30 06:34:06,Compra Débito,-32
37006,590,2019-03-30 08:23:44,Compra Débito,-273
39454,590,2019-04-01 14:01:01,Compra Débito,-38
48108,590,2019-05-20 01:44:03,Compra Débito,-6
48329,590,2019-05-30 09:52:16,Compra Débito,-37
58959,590,2022-12-29 23:51:53,Compra Débito,-35
67358,590,2022-12-29 23:59:59,Compra Débito,-84
68826,590,2022-12-29 23:59:59,Compra Débito,-17
1424,846,2018-10-07 17:30:18,Compra Débito,-75
3748,846,2018-10-11 06:30:19,Compra Débito,-6
6515,846,2018-10-14 04:25:05,Compra Débito,-68
10020,846,2018-10-29 13:33:32,Compra Débito,-54
15234,846,2020-04-14 06:11:23,Compra Débito,-382
15956,846,2020-05-22 03:45:50,Compra Débito,-37
15979,846,2020-05-22 04:05:47,Compra Débito,-32
18095,846,2020-05-28 07:52:26,Compra Débito,-5
27489,846,2020-06-10 19:51:23,Compra Débito,-32
31372,846,2020-06-15 21:28:51,Compra Débito,-46
32558,846,2020-06-25 19:52:42,Compra Débito,-26
46607,846,2021-01-21 17:19:10,Compra Débito,-157
46673,846,2021-02-21 15:41:11,Compra Débito,-58
52709,846,2022-11-09 16:09:13,Compra Débito,-9
54869,846,2022-11-09 16:33:29,Compra Débito,-22
54944,846,2022-12-02 10:43:40,Compra Débito,-65
60499,846,2022-12-29 22:32:51,Compra Débito,-29
63407,846,2022-12-29 23:27:38,Compra Débito,-23
70543,846,2022-12-30 00:00:00,Compra Débito,-36
1711,79,2022-12-28 21:33:03,Compra Débito,-18
9417,79,2022-12-29 23:37:01,Compra Débito,-50
11081,79,2022-12-29 23:59:51,Compra Débito,-8
14263,79,2022-12-30 00:00:00,Compra Débito,-6
16883,79,2022-12-30 00:00:00,Compra Débito,-23
30644,79,2022-12-30 00:00:00,Compra Débito,-52
34380,79,2022-12-30 00:00:00,Compra Débito,-42
34805,79,2022-12-30 00:00:00,Compra Débito,-14
35575,79,2022-12-30 00:00:00,Compra Débito,-33
36363,79,2022-12-30 00:00:00,Compra Débito,-3
36494,79,2022-12-30 00:00:00,Compra Débito,-39
41744,79,2022-12-30 00:00:00,Compra Débito,-191
43492,79,2022-12-30 00:00:00,Compra Débito,-36
51655,79,2022-12-30 00:00:00,Compra Débito,-5
56308,79,2022-12-30 00:00:00,Compra Débito,-86
7548,335,2022-09-15 00:36:24,Compra Débito,-34
9521,335,2022-10-15 00:05:41,Compra Débito,-86
17974,335,2022-11-20 10:35:46,Compra Débito,-22
18568,335,2022-12-20 22:54:19,Compra Débito,-7
18880,335,2022-12-25 18:06:49,Compra Débito,-216
19769,335,2022-12-27 19:14:04,Compra Débito,-24
27580,335,2022-12-29 23:59:18,Compra Débito,-3
29084,335,2022-12-29 23:59:51,Compra Débito,-76
31737,335,2022-12-29 23:59:59,Compra Débito,-15
32539,335,2022-12-29 23:59:59,Compra Débito,-49
34480,335,2022-12-29 23:59:59,Compra Débito,-69
39368,335,2022-12-29 23:59:59,Compra Débito,-11
42662,335,2022-12-29 23:59:59,Compra Débito,-21
42869,335,2022-12-29 23:59:59,Compra Débito,-28
45764,335,2022-12-29 23:59:59,Compra Débito,-24
47243,335,2022-12-29 23:59:59,Compra Débito,-56
47364,335,2022-12-29 23:59:59,Compra Débito,-71
50383,335,2022-12-29 23:59:59,Compra Débito,-13
51102,335,2022-12-29 23:59:59,Compra Débito,-20
51393,335,2022-12-29 23:59:59,Compra Débito,-18
51582,335,2022-12-29 23:59:59,Compra Débito,-38
54903,335,2022-12-29 23:59:59,Compra Débito,-11
56339,335,2022-12-29 23:59:59,Compra Débito,-11
63608,335,2022-12-29 23:59:59,Compra Débito,-92
65472,335,2022-12-29 23:59:59,Compra Débito,-8
71630,335,2022-12-29 23:59:59,Compra Débito,-6
6392,591,2022-06-18 14:48:26,Compra Débito,-36
11317,591,2022-06-20 18:55:04,Compra Débito,-70
15784,591,2022-09-15 22:26:42,Compra Débito,-51
22269,591,2022-11-05 06:24:43,Compra Débito,-173
26496,591,2022-12-09 09:28:50,Compra Débito,-22
30151,591,2022-12-18 09:11:18,Compra Débito,-6
33343,591,2022-12-25 21:51:48,Compra Débito,-9
58436,591,2022-12-30 00:00:00,Compra Débito,-369
2182,847,2017-11-10 00:32:25,Compra Débito,-73
4330,847,2017-11-21 19:28:50,Compra Débito,-44
4664,847,2017-11-21 20:36:10,Compra Débito,-15
8534,847,2017-11-28 08:06:42,Compra Débito,-21
12315,847,2017-11-29 18:00:19,Compra Débito,-42
12876,847,2017-11-30 21:46:02,Compra Débito,-10
18097,847,2018-01-12 02:09:53,Compra Débito,-5
18914,847,2018-01-12 13:00:34,Compra Débito,-3
19750,847,2018-01-24 08:06:14,Compra Débito,-15
38498,847,2018-06-19 03:59:56,Compra Débito,-16
40299,847,2018-06-21 02:03:37,Compra Débito,-150
41758,847,2018-06-25 06:44:58,Compra Débito,-100
50010,847,2021-07-18 08:44:23,Compra Débito,-46
53622,847,2021-07-18 22:58:40,Compra Débito,-15
60657,847,2022-03-22 09:58:32,Compra Débito,-31
65857,847,2022-07-31 17:46:58,Compra Débito,-27
5267,80,2015-06-03 05:59:52,Compra Débito,-181
5632,80,2015-06-03 06:00:35,Compra Débito,-76
9319,80,2015-06-04 09:53:29,Compra Débito,-22
10097,80,2016-07-16 13:25:33,Compra Débito,-17
23486,80,2016-10-15 20:14:57,Compra Débito,-48
25517,80,2017-03-23 07:24:35,Compra Débito,-17
26699,80,2017-03-27 09:03:05,Compra Débito,-29
27296,80,2017-07-13 13:37:47,Compra Débito,-31
28881,80,2017-07-17 15:58:11,Compra Débito,-10
29357,80,2017-09-16 01:53:37,Compra Débito,-25
34011,80,2018-11-06 21:37:32,Compra Débito,-29
35493,80,2018-11-07 19:04:14,Compra Débito,-41
36411,80,2018-11-07 19:36:42,Compra Débito,-7
38667,80,2018-11-08 09:07:53,Compra Débito,-13
41219,80,2019-07-24 07:44:01,Compra Débito,-181
41711,80,2019-07-25 12:59:03,Compra Débito,-6
49621,80,2020-05-24 14:52:05,Compra Débito,-34
49804,80,2020-05-24 21:16:32,Compra Débito,-53
50397,80,2020-06-14 02:29:44,Compra Débito,-51
51669,80,2020-06-28 23:19:05,Compra Débito,-13
52898,80,2020-06-29 00:44:38,Compra Débito,-270
57444,80,2020-09-23 15:00:37,Compra Débito,-12
62269,80,2022-12-26 06:24:00,Compra Débito,-34
9283,336,2020-10-27 17:08:34,Compra Débito,-89
10010,336,2020-12-07 01:25:39,Compra Débito,-28
14953,336,2021-01-19 14:08:17,Compra Débito,-14
21350,336,2021-01-21 12:41:35,Compra Débito,-24
25459,336,2021-07-24 14:54:07,Compra Débito,-57
26440,336,2021-07-24 19:34:20,Compra Débito,-47
30287,336,2021-08-02 03:09:42,Compra Débito,-81
35883,336,2021-09-02 01:39:07,Compra Débito,-33
65171,336,2022-12-30 00:00:00,Compra Débito,-15
2817,592,2014-11-21 05:31:08,Compra Débito,-15
7430,592,2014-11-22 22:41:36,Compra Débito,-19
13664,592,2017-01-11 11:16:38,Compra Débito,-31
13883,592,2017-01-12 03:49:09,Compra Débito,-15
14800,592,2017-05-11 09:58:00,Compra Débito,-81
18364,592,2018-02-15 13:10:56,Compra Débito,-24
20105,592,2018-03-01 04:26:22,Compra Débito,-69
23068,592,2018-06-05 11:16:59,Compra Débito,-43
23770,592,2018-06-09 09:41:41,Compra Débito,-10
26216,592,2018-10-27 22:50:01,Compra Débito,-15
40592,592,2018-12-08 00:57:57,Compra Débito,-32
43947,592,2020-06-11 12:45:21,Compra Débito,-86
49820,592,2020-07-06 11:42:07,Compra Débito,-37
50406,592,2020-07-06 17:33:56,Compra Débito,-79
50896,592,2020-07-07 07:50:53,Compra Débito,-277
53310,592,2020-09-02 18:41:19,Compra Débito,-106
59860,592,2022-11-24 17:39:17,Compra Débito,-42
61124,592,2022-11-25 00:18:44,Compra Débito,-69
63743,592,2022-11-26 21:12:05,Compra Débito,-68
64468,592,2022-12-01 10:58:32,Compra Débito,-62
64997,592,2022-12-03 18:32:31,Compra Débito,-148
66925,592,2022-12-05 23:18:23,Compra Débito,-46
68948,592,2022-12-06 18:19:31,Compra Débito,-61
8764,848,2022-11-18 07:29:36,Compra Débito,-157
15410,848,2022-12-29 22:10:27,Compra Débito,-19
22268,848,2022-12-29 23:58:51,Compra Débito,-42
45116,848,2022-12-29 23:59:59,Compra Débito,-14
50046,848,2022-12-29 23:59:59,Compra Débito,-100
52626,848,2022-12-29 23:59:59,Compra Débito,-57
59626,848,2022-12-29 23:59:59,Compra Débito,-21
62781,848,2022-12-29 23:59:59,Compra Débito,-14
63532,848,2022-12-29 23:59:59,Compra Débito,-31
69635,848,2022-12-29 23:59:59,Compra Débito,-10
1907,81,2021-04-16 04:04:38,Compra Débito,-24
7291,81,2021-09-21 02:39:32,Compra Débito,-136
13228,81,2021-09-23 00:35:13,Compra Débito,-65
17480,81,2021-09-25 01:50:29,Compra Débito,-51
23382,81,2022-03-03 14:12:11,Compra Débito,-12
26070,81,2022-03-05 09:10:39,Compra Débito,-243
29724,81,2022-03-05 11:50:44,Compra Débito,-13
39445,81,2022-05-06 15:06:06,Compra Débito,-33
41678,81,2022-05-11 12:17:56,Compra Débito,-64
50365,81,2022-05-18 07:25:13,Compra Débito,-22
51505,81,2022-07-26 15:10:14,Compra Débito,-44
55194,81,2022-07-26 22:37:48,Compra Débito,-29
59385,81,2022-11-18 15:11:02,Compra Débito,-46
62227,81,2022-12-01 02:27:38,Compra Débito,-135
63796,81,2022-12-01 03:59:04,Compra Débito,-118
65871,81,2022-12-26 17:21:02,Compra Débito,-36
68772,81,2022-12-29 23:13:55,Compra Débito,-25
1260,337,2017-08-26 13:06:16,Compra Débito,-14
9783,337,2018-11-22 20:25:12,Compra Débito,-10
12614,337,2018-12-01 10:24:59,Compra Débito,-27
21059,337,2020-06-08 02:37:01,Compra Débito,-57
21474,337,2020-07-06 07:07:46,Compra Débito,-39
23086,337,2020-07-19 16:12:26,Compra Débito,-50
26042,337,2020-07-19 16:34:06,Compra Débito,-151
26368,337,2020-07-20 20:12:32,Compra Débito,-21
29769,337,2020-08-03 17:31:27,Compra Débito,-19
33686,337,2020-08-06 14:49:59,Compra Débito,-167
36489,337,2020-08-10 01:29:35,Compra Débito,-11
45044,337,2021-04-02 14:25:45,Compra Débito,-56
56040,337,2022-08-11 22:49:26,Compra Débito,-53
57071,337,2022-08-13 07:48:30,Compra Débito,-27
63368,337,2022-09-05 11:02:59,Compra Débito,-25
64070,337,2022-12-01 00:45:23,Compra Débito,-91
8847,593,2019-08-26 16:30:14,Compra Débito,-47
9426,593,2019-08-28 12:16:20,Compra Débito,-27
11607,593,2022-04-30 19:27:36,Compra Débito,-9
12733,593,2022-10-25 22:24:14,Compra Débito,-56
29971,593,2022-11-22 20:48:56,Compra Débito,-45
30024,593,2022-11-22 21:39:29,Compra Débito,-36
37962,593,2022-12-22 20:12:55,Compra Débito,-91
39666,593,2022-12-29 19:51:08,Compra Débito,-8
45535,593,2022-12-29 23:51:15,Compra Débito,-7
49969,593,2022-12-29 23:58:54,Compra Débito,-24
51275,593,2022-12-29 23:59:41,Compra Débito,-25
52710,593,2022-12-29 23:59:59,Compra Débito,-32
54554,593,2022-12-29 23:59:59,Compra Débito,-62
58403,593,2022-12-29 23:59:59,Compra Débito,-72
64380,593,2022-12-29 23:59:59,Compra Débito,-87
3467,849,2022-06-09 15:13:40,Compra Débito,-21
7162,849,2022-07-03 03:57:09,Compra Débito,-21
14307,849,2022-09-13 16:01:46,Compra Débito,-196
14654,849,2022-09-21 16:31:05,Compra Débito,-132
19332,849,2022-11-11 08:49:00,Compra Débito,-47
24698,849,2022-12-19 15:59:16,Compra Débito,-265
28468,849,2022-12-29 02:31:35,Compra Débito,-38
